,Peak Heights,PICor,AccuCor
M+0,60.67520424680421,109.81629173937046,108.6412577495956
M+1,36.90927280842962,0.0,5.568222558224999
M+2,100.0,153.01241701324938,153.0034724841562
M+3,55.34430460387109,0.0,9.488294619465854
M+4,54.06371449473853,61.23376508864218,61.37618919341998
M+5,29.482191456618473,6.466683893516541,11.2645680826622
M+6,18.936886617486216,15.228486217595862,15.86917833866143
M+7,13.157303405047724,9.528450997810348,6.763924430811167
